,value,lat,lon
0,155227,37.37685543066034,126.93738486102372
1,166613,37.381004743199725,126.9614241737388
2,19823,37.40311836935965,126.87732757886009
3,155937,37.40653627520032,126.8795257043955
4,11935,37.40653627520032,126.8795257043955
5,29583,37.40529530533433,126.88184495510109
6,145715,37.40311836935965,126.87732757886009
7,155937,37.40529530533433,126.88184495510109
8,66345,37.40815452514534,126.922433079597
9,56055,37.407083556033825,126.92315814214041
10,149346,37.405210650110135,126.8819587363723
11,155125,37.419211931096676,126.8936248918708
12,32756,37.41099780635847,126.8841170477569
13,29583,37.40648399359606,126.87964432905191
14,58106,37.412072556172205,126.920400079765
15,58106,37.413392211927345,126.9197065480783
16,56055,37.408194149962455,126.9225591727611
17,56055,37.412113337904756,126.9205256734081
18,58106,37.414031556837884,126.91936336007808
19,3759,37.41342371282847,126.91984120486678
20,58106,37.41543724308906,126.9173776732608
21,3759,37.4140748374765,126.9194852667289
22,44574,37.4140995248238,126.9195479547423
23,55542,37.416336900114494,126.9146179234108
24,3453,37.4163845879178,126.91464979847858
25,6228,37.41553502509489,126.9174354850986
26,59823,37.41915136883961,126.9104787361969
27,60161,37.42099261795268,126.9083141107851
28,52263,37.41649468118376,126.9146792045734
29,52053,37.41922877486975,126.9105733925897
30,58780,37.421428431968714,126.9078549237944
31,43964,37.42106343083893,126.90841651717881
32,58780,37.422994899943006,126.90676898576599
33,58780,37.423415743341096,126.90653586119178
34,43964,37.42149043065644,126.9079666737045
35,43964,37.423038587999,126.90689298579781
36,58780,37.42416474387472,126.90612767298859
37,43964,37.423459149768206,126.90666004853858
38,95127,37.423674337539744,126.8988793300297
39,97674,37.423743226152794,126.8949567058521
40,29875,37.423674337539744,126.8988793300297
41,144664,37.41914130596763,126.89382164171191
42,58780,37.425008430893314,126.9056676417008
43,43964,37.424206993538476,126.90625264230871
44,25717,37.426515118498024,126.9051423300264
45,51311,37.42504527490061,126.905794829891
46,25717,37.428901993348525,126.90446223556002
47,42259,37.434080966265356,126.90309682300041
48,51311,37.42654605564439,126.90527245410429
49,56041,37.42892165055181,126.9045957672786
50,9750,37.38354124404025,126.93406517320422
51,9354,37.37695943144917,126.94057367372758
52,9464,37.377628650170905,126.941265704226
53,8365,37.37900811841728,126.93973895444022
54,4038,37.381309649789756,126.93761198541559
55,2886,37.38320327521128,126.93669489211719
56,4038,37.38133361808468,126.9375986115565
57,2886,37.38322052477382,126.9364955799039
58,1524,37.38362396256925,126.93409757953079
59,1603,37.38191483786606,126.9298852038604
60,1603,37.383701681217524,126.92830495414091
61,1524,37.38199002440538,126.9299029231666
62,869,37.383239993405006,126.93682232988822
63,1090,37.385561962724644,126.9357898604603
64,6721,37.383318430846685,126.9353925475195
65,8917,37.38329130580388,126.93656983011091
66,8917,37.383424931112245,126.9354159231253
67,6721,37.38351999396497,126.9341066110852
68,3327,37.385315274807525,126.9348322986725
69,2896,37.38337618105189,126.9354717355295
70,8896,37.384787336974284,126.9330208920823
71,8602,37.3836046804699,126.9341748920722
72,755,37.38368574366031,126.92839823571501
73,442,37.38583708781381,126.9322268296615
74,796,37.38376080573111,126.928418391899
75,981,37.38744471246893,126.9264746103356
76,1472,37.384088805710725,126.90093979812721
77,1599,37.38610280571505,126.9067397665563
78,8602,37.38484358767227,126.9331367665646
79,8896,37.385762056795286,126.9322077982782
80,2896,37.3853410877411,126.9349639863079
81,3327,37.38687286837543,126.934275235497
82,906,37.38559193110059,126.93592004803301
83,891,37.39088165032403,126.9338554236616
84,681,37.38574693097665,126.93230157881901
85,673,37.386932806363774,126.9343030167185
86,7516,37.388366149605545,126.9300352982926
87,8031,37.38582196196296,126.9323205798041
88,1472,37.386005337479894,126.9068014231509
89,1599,37.38940789966646,126.9096426727981
90,2845,37.38988180630583,126.9329311102978
91,2650,37.3869025555608,126.9344055480589
92,564,37.38740815005661,126.92652132953579
93,631,37.38844199393439,126.9300471726828
94,923,37.387480024729726,126.92660267385271
95,951,37.389541774302394,126.9255375798155
96,7292,37.38917665025016,126.9293621421925
97,7581,37.3884260244381,126.9301481734808
98,525,37.388354055998676,126.93012508001291
99,442,37.38994927447536,126.932955798635
100,7292,37.39056783747441,126.92821148617658
101,7581,37.389230587298215,126.9294799233502
102,1472,37.38936133763276,126.90976554845
103,1599,37.39117036832484,126.9095412978475
104,951,37.39037227486275,126.92514648607859
105,923,37.38957814957728,126.92566517338791
106,3058,37.390148900037964,126.93278026623841
107,3840,37.38992624356623,126.933054641236
108,3058,37.39075805604401,126.9323485475917
109,3840,37.3901933374549,126.93290379865459
110,1220,37.39035399406541,126.92524342412209
111,784,37.39162868098857,126.9274075167757
112,921,37.39296818116763,126.9230025176891
113,810,37.39042008771186,126.9252677039459
114,7292,37.39155418133355,126.927389235802
115,7581,37.390627587038004,126.9283244536706
116,1005,37.39059618153519,126.9327649551187
117,1439,37.39095039980213,126.93392248509491
118,658,37.39084230560729,126.9339187043706
119,623,37.39078421252394,126.93519414199079
120,3840,37.390810212923604,126.9324672677237
121,3058,37.39121764917181,126.93208204822331
122,1421,37.3920532124922,126.93488539286409
123,999,37.390898587211424,126.9339882983861
124,1599,37.39344014974689,126.910464673055
125,1472,37.3911949941091,126.9096732357607
126,3058,37.39222499380409,126.93137295414779
127,3840,37.39127058717853,126.9322002046902
128,472,37.391539368961354,126.9274839231179
129,974,37.39331355647811,126.93061132988659
130,9158,37.39161386860199,126.9275022041817
131,7640,37.39413893061785,126.92523357957279
132,3058,37.393241337377965,126.9305968918537
133,3840,37.39227968157238,126.9314898611242
134,1876,37.39421355579526,126.9252518295496
135,2143,37.39294890043004,126.9230901101315
136,1286,37.39304011893322,126.9230207363003
137,1633,37.3944156496176,126.91885998536759
138,279,37.39625836805779,126.92027979829409
139,453,37.39302624353582,126.92311682908941
140,3351,37.39329908710575,126.93071145487521
141,3058,37.395613836911146,126.92802451702299
142,1472,37.3933532432097,126.91054529831001
143,1599,37.39425327496663,126.91196789187609
144,935,37.39413202488614,126.916076517442
145,779,37.394626055409,126.9170484862328
146,779,37.394193337490975,126.91618811018209
147,935,37.39490061911764,126.91543523616741
148,13631,37.39412421268688,126.92532811123829
149,12248,37.39545983724639,126.9275940487353
150,11248,37.39744383800525,126.92247957971719
151,11224,37.39420318093434,126.9253423298979
152,1472,37.39416355608942,126.9120434862479
153,1599,37.394843369200025,126.9130867676005
154,1633,37.39503880575268,126.91796851737551
155,1286,37.39450527491659,126.9189357986536
156,935,37.3945358677889,126.91712326685742
157,779,37.39511839971036,126.917983360221
158,1599,37.395747556657255,126.9148332045217
159,1472,37.39475252450292,126.91316026652771
160,935,37.39567033793053,126.914805329769
161,779,37.39495714989476,126.9155508925197
162,982,37.396333681433525,126.92029935994681
163,1707,37.39502943120394,126.91806032863458
164,617,37.395816212647574,126.9336951724478
165,854,37.395226431534816,126.9351129851629
166,12248,37.39632949437801,126.9292459859545
167,13631,37.3953693371552,126.9276682362591
168,3351,37.39569586826928,126.9281127677631
169,3058,37.39862574343992,126.9247226109808
170,1661,37.3961367748305,126.9144303600099
171,1945,37.395728431599885,126.91491961067119
172,3744,37.39565030605913,126.9148924234925
173,3146,37.39700646191105,126.9163956110744
174,854,37.395910150245726,126.9337622667782
175,617,37.39650771253967,126.9321023915382
176,1945,37.396193368637036,126.9145458604553
177,1661,37.396917463015754,126.9138035486933
178,13631,37.396242087246534,126.9293244857663
179,12248,37.39691849366118,126.9303501104532
180,2464,37.39624486836293,126.92037654805469
181,1371,37.39751733728809,126.92249920447159
182,617,37.39686783763752,126.93135836163891
183,854,37.39660455580382,126.9321614229018
184,1661,37.39991711882363,126.9127821418431
185,1945,37.39697714969196,126.91391651659109
186,3744,37.39692993097609,126.9164912985607
187,3146,37.398652930919255,126.9183373295978
188,3694,37.39870283700261,126.9247444233612
189,1930,37.39742777505345,126.9225751734
190,9456,37.40004249336968,126.9203092979287
191,11104,37.39750414942058,126.9225919538321
192,3744,37.398579493327105,126.9184367678813
193,3146,37.399641587077525,126.91967867342208
194,2775,37.401080931354144,126.92235479920629
195,3708,37.39868686878042,126.9248345790123
196,3744,37.39956199366212,126.9197703921451
197,3146,37.400112244073355,126.92031992281159
198,1661,37.40258071183351,126.91041801713259
199,1945,37.3999578060531,126.91290657953529
200,7558,37.40039427464532,126.9200158603453
201,9926,37.40010236831987,126.92042211058641
202,1258,37.40002658677185,126.92040164256109
203,1978,37.401154118322204,126.92237086068891
204,9926,37.40045536827851,126.92012767361472
205,7558,37.40074318114735,126.9197227675506
206,7558,37.40273083779411,126.91807679885291
207,9926,37.40080433718117,126.9198345166572
208,3261,37.402251087180474,126.9212687359298
209,3468,37.40114274409735,126.92246601719731
210,5143,37.401608149883565,126.8987930177826
211,7125,37.40197530638623,126.90112792378841
212,7125,37.40171555620716,126.8987710789731
213,5143,37.40277305609002,126.89605520439251
214,7125,37.40220846167225,126.90307142367371
215,5143,37.40186839997978,126.9011480481951
216,6947,37.40253046236987,126.90578608031109
217,5267,37.402100649828384,126.9030964538913
218,457,37.40216058755738,126.9031481732139
219,570,37.402947337804434,126.9028688292925
220,3468,37.40231008696775,126.9213825474687
221,3261,37.403117837444135,126.9205424541105
222,5267,37.40242302519625,126.90580145418942
223,6947,37.402585587076786,126.9064810163384
224,5267,37.402478024336574,126.9064949538884
225,6947,37.402632212641564,126.90796867303291
226,5267,37.40252408742901,126.9079686415011
227,6947,37.40263430625001,126.91048689153959
228,4552,37.40252615047604,126.9104988611304
229,5440,37.40266236848539,126.91285689203269
230,1905,37.402581275255095,126.91056717352909
231,1376,37.40706252452539,126.90769842322109
232,4552,37.40255433779797,126.91286164215009
233,5440,37.40281486843601,126.9181309235795
234,1484,37.40383283745204,126.92003395417271
235,2192,37.402716525195885,126.91817195442059
236,7875,37.404296743943746,126.91678123557341
237,8761,37.402790837321184,126.91818951649219
238,5143,37.40301439988875,126.8956736421359
239,7125,37.402862149336535,126.89613145367201
240,570,37.40419577449248,126.90366923542221
241,457,37.40294302489761,126.9030041728619
242,3846,37.40300183792222,126.89571661088709
243,4616,37.403106711922824,126.89630742362101
244,4616,37.404521681017535,126.90351923600109
245,3846,37.402998681057646,126.8963152978289
246,5143,37.40311383776859,126.8955311724937
247,7125,37.40309739920496,126.8957604858701
248,3261,37.40375790052099,126.9200140482272
249,3468,37.403173712074384,126.9206586426359
250,9867,37.40423777513965,126.89353111054831
251,13697,37.40319965018134,126.89560679807991
252,442,37.403123712947284,126.8956260485335
253,1135,37.40443621228696,126.89655595508529
254,2772,37.40531971203286,126.9187188598229
